NDWI,Tmean,date,precipitation
-0.3260181842928635,29.962511461171637,2022-01-20,3.078490574380004
-0.28298700460017906,11.450504493940143,2022-07-31,0.021485651589044575
-0.2709241802605003,16.20720989052426,2022-09-01,7.281091553847478
-0.2512437359268207,17.734764508032097,2022-10-03,0.0
-0.3109323201766714,27.869458891956448,2023-01-23,1.619892886695818
-0.34202377791901223,27.791986501091444,2023-02-08,2.2010996046093583
-0.320857741988766,21.573455844102607,2023-03-28,0.004686232300183011
-0.31180696129697794,17.684888449317047,2023-04-29,0.0
-0.2971312249303681,15.97881202301913,2023-05-15,0.0
-0.2956413845015852,15.204085801690827,2023-05-31,0.2833184128319937
-0.2334947309944568,17.37511570517584,2023-08-03,0.0
-0.273774453538271,19.786689256584147,2023-09-20,1.3107757424331643
-0.3105470132990256,23.15316477675405,2023-11-07,0.0
-0.32433625105958286,24.270669537716902,2024-02-11,6.6826025091801196
-0.16996871841901,20.09081405557917,2022-04-10,5.837376923106147
-0.1925332996405301,11.45077057584078,2022-07-31,0.021450873760276726
-0.19493905136874703,16.206505751583187,2022-09-01,7.279993111253123
-0.20232628840461542,26.190532600394413,2022-12-22,0.08462200342891653
-0.24244690685834377,27.868245658238873,2023-01-23,1.617401615540523
-0.24368130130684823,27.79287228483663,2023-02-08,2.200084104480854
-0.14579802686553253,25.7825482346795,2023-03-12,0.02409511609681882
-0.23225189980507696,21.573023204646695,2023-03-28,0.0046862296937260125
-0.20969838894567966,17.684499060615074,2023-04-29,0.0
-0.19823060046678703,15.978455080978883,2023-05-15,0.0
-0.20138388612121777,15.205445902288611,2023-05-31,0.2835693306345904
-0.2006930704520352,12.730782636164143,2023-08-19,2.1900596848866845
-0.20674217990520002,23.15312110802541,2023-11-07,0.0
-0.10365223390862396,21.71127089156204,2022-04-26,40.647413260378634
-0.122245977943109,16.205936241472813,2022-09-01,7.277415307197007
-0.0947897424461109,17.733970248451858,2022-10-03,0.0
-0.1410672455481964,24.774600331728053,2022-11-20,0.7476793567088443
-0.12429541838286437,26.189119940336205,2022-12-22,0.0834730347924966
-0.137944103284431,27.79199322268847,2023-02-08,2.1986655833912416
-0.15402259372473864,21.573170285761776,2023-03-28,0.004422103898289578
-0.1498588648390553,17.685257809096463,2023-04-29,0.0
-0.13528328469490675,15.97848388620411,2023-05-15,0.0
-0.09530090740064218,15.207150161227501,2023-05-31,0.2835063744631836
-0.1333921438268394,12.731729528492721,2023-08-19,2.1860221943640705
-0.09474270960110107,15.997916497455916,2023-10-06,1.3798317938442262
-0.13262243670697924,23.152465932271355,2023-11-07,0.0
-0.11227885379722849,20.783870773307882,2023-11-23,0.2606735731866947
-0.34299404373164233,24.503494644967905,2022-02-12,2.0746555728998426
-0.3184296241369851,14.681927345504002,2022-08-23,0.16451737692563673
-0.3143726719408807,14.182608570784476,2022-09-24,0.0
-0.3014197808821538,25.60804788721984,2022-12-13,5.129959370013858
-0.32438525115091627,24.049557977778914,2022-12-29,0.4107269222835362
-0.3661063871544265,22.494357369712866,2023-03-19,2.5405646010380876
-0.2998769288422197,15.782899438275427,2023-07-25,6.238407707102463
-0.32313747225282785,10.954772069159254,2023-08-26,0.0
-0.3330311019848651,24.504545207622876,2022-02-12,2.0757933376777373
-0.2711430424640119,10.142775887177741,2022-06-04,0.007600089965985001
-0.2764224816781678,10.53928696767107,2022-06-20,0.00170038450372358
-0.3008764086679027,14.684280023737369,2022-08-23,0.16411230820579897
-0.29191465840096414,16.52669267828088,2022-09-08,0.0
-0.30394401091085405,14.183580198485524,2022-09-24,0.0
-0.3019905244346614,21.433755955417546,2022-10-26,14.59949241127279
-0.29401040858586475,25.611479876511517,2022-12-13,5.1257627134649315
-0.3018318648191836,24.047982029855334,2022-12-29,0.4127284791905857
-0.35119368500271403,22.491032404386907,2023-03-19,2.541641879363324
-0.30565000541772586,21.623699115193194,2023-04-04,3.000769472412133
-0.10112439865732778,,2023-05-06,30.80060490753717
-0.2729752224073977,15.019560349773652,2023-08-10,0.12094993177252458
-0.2948989573423808,10.952913141436852,2023-08-26,0.0
-0.2950264541020531,20.91575777340212,2023-09-11,4.886200998479637
-0.33668359291746675,22.251257635032236,2024-01-01,0.1541760257891262
-0.3744578658194015,24.899195873733206,2024-02-02,0.07304887731226901
-0.34868744753493497,22.57928303284085,2024-02-18,0.4844890061586098
-0.22531231734843316,24.510034140134504,2022-02-12,2.0697976559954347
-0.2292137787957591,15.004108214178874,2022-04-01,0.0
-0.21178682377241817,10.539603243136822,2022-06-20,0.0016996428450984393
-0.22043418899733452,14.68307181600927,2022-08-23,0.1639071670545719
-0.21787172488312398,16.524057942500775,2022-09-08,0.0
-0.223419897188693,14.183091433301737,2022-09-24,0.0
-0.23540196221234724,25.613019547087347,2022-12-13,5.1281827089587715
-0.22268959769644248,24.0544166896871,2022-12-29,0.41166788831392265
-0.23011831678276606,26.01127896833821,2023-01-30,0.3893527422303445
-0.26086816390655027,22.490818051742394,2023-03-19,2.539966318344068
-0.2221694228014964,14.434953534856971,2023-04-20,0.0
-0.21571741715555165,15.036655090556982,2023-08-10,0.12017148788007925
-0.21245479951102322,10.953152854027385,2023-08-26,0.0
-0.20690727684444424,20.91479912994118,2023-09-11,4.884889306350365
-0.21609838444057716,23.89154202864042,2023-10-29,4.989935194790945
-0.2751831913472735,24.899297733346632,2024-02-02,0.07381224676981282
-0.2530591666695366,22.57881982275946,2024-02-18,0.4842329412103101
-0.1889850046302196,15.001700419957396,2022-04-01,0.0
-0.16276112239271048,10.142446278351333,2022-06-04,0.007566648041108386
-0.16450219412672018,10.539024195251288,2022-06-20,0.0017011292749049645
-0.16463175368275518,16.528533036838553,2022-09-08,0.0
-0.17337239307951716,14.183666066238802,2022-09-24,0.0
-0.12835935665764697,15.034504457660956,2022-10-10,6.585987835105799
-0.1815694347283783,25.607755916953924,2022-12-13,5.128368522588103
-0.1931631748839932,24.048432606756826,2022-12-29,0.4118855160670988
-0.2148091851960682,22.493035863224673,2023-03-19,2.542300545513815
-0.17783152964478177,14.435333000159009,2023-04-20,0.0
-0.1800662440026094,10.9532950878711,2023-08-26,0.0
-0.20735626236765678,24.89913807078325,2024-02-02,0.07370516105714994
-0.22405669003351006,20.72110145436073,2024-03-05,0.0
-0.13816363744756108,22.467871643539436,2022-03-16,0.17775548916625367
-0.14700213293902187,15.003163444858892,2022-04-01,0.0
-0.12912781202926193,10.538338366955983,2022-06-20,0.0017020985209786974
-0.12111629373571821,16.52455431530536,2022-09-08,0.0
-0.12183367287059116,14.182532551200364,2022-09-24,0.0
-0.09889693576415919,15.039436616530951,2022-10-10,6.585942358400398
-0.13731318807233406,25.610968458741475,2022-12-13,5.131525372933412
-0.1483254013689784,24.051555584506996,2022-12-29,0.4105828984062147
-0.13518986343407285,22.493609917350273,2023-03-19,2.5414200294459937
-0.1350738233500692,21.619852620223057,2023-04-04,3.000374273237084
-0.13099602762825255,10.953629957387166,2023-08-26,0.0
-0.11086044597192743,14.493463896719657,2023-10-13,0.0
-0.1455240473295724,,2024-01-17,52.54012773243698
-0.1682576564726526,24.899331990178244,2024-02-02,0.07331393792964686
-0.17882084110188326,20.729017427303425,2024-03-05,0.0
-0.21913815800776498,16.38220351434542,2022-04-17,0.0003154915793627462
-0.23539732359162807,10.539411891763333,2022-06-20,0.0017000982960385337
-0.22634543767699494,16.525654535532123,2022-09-08,0.0
-0.23307952800327106,14.183740423400629,2022-09-24,0.0
-0.2446868481345446,25.615499671468008,2022-12-13,5.125314354074584
-0.23945909244383237,23.97639479375814,2023-01-14,0.06910169523909764
-0.2697901658465475,26.213665586030604,2023-02-15,13.164712720116771
-0.22609188682274411,10.953543057862756,2023-08-26,0.0
-0.2237999503158865,14.494771892867996,2023-10-13,0.0
-0.256960403225242,,2024-01-17,52.55002964069167
-0.26731127375446584,24.898992167294985,2024-02-02,0.07299867343003738
-0.3279772191961999,26.216151903161723,2022-02-03,11.789451606387116
-0.32912387077858496,26.5171316218287,2022-02-19,3.137482821154283e-05
-0.3331057916464359,26.03210454151126,2022-03-07,11.920435540929045
-0.26500925035530876,16.18112975751051,2022-04-24,0.045008168625007665
-0.27487524399058194,7.258886590367401,2022-06-11,0.0
-0.2568134000278105,9.507713094763059,2022-07-13,0.0
-0.32671628822718796,11.589768896803662,2022-08-30,0.0
-0.2922647831326495,16.190753517864266,2022-11-02,0.0
-0.28377198286514904,25.787921019863845,2022-11-18,0.0024636616855579995
-0.3390697493440127,26.67255869139764,2023-01-05,0.012535083002570344
-0.3735745739296415,25.102388071903476,2023-02-06,0.025901330147552075
-0.37985012310163063,26.70070487187257,2023-03-10,0.68134481669386
-0.2719240568589873,23.539124090987773,2023-04-11,0.0
-0.2786272713516235,10.257510781087415,2023-07-16,0.08388253703615973
-0.29946945286390303,14.204551064725976,2023-08-01,0.004762861630771653
-0.32259035776420786,19.972398388499883,2023-08-17,0.319116914517189
-0.31663644081994596,23.731794309041014,2023-09-18,9.655627405459704
-0.26835475540678355,19.755567468746186,2023-10-20,1.651970049047338
-0.27684794172109906,18.006627503633823,2023-11-05,0.0
-0.27162059686985357,22.47467007458289,2023-11-21,0.5483229005239851
-0.3201897051087435,26.216120918392065,2022-02-03,11.78538867326887
-0.328552505361599,26.515503600391423,2022-02-19,2.942591417686071e-05
-0.33223059784158276,26.034192839745014,2022-03-07,11.920430003935373
-0.29035057896439104,16.180954707897772,2022-04-24,0.0449898341511057
-0.28075231749623014,7.2593208470623685,2022-06-11,0.0
-0.32029746055654656,11.59032677617844,2022-08-30,0.0
-0.29825477000624895,16.18940244970379,2022-11-02,0.0
-0.2932333313951663,25.7874761326089,2022-11-18,0.0025882666965427125
-0.33943992368147313,26.67390948189566,2023-01-05,0.012492549472088034
-0.334508028424449,24.97307244437079,2023-01-21,9.480258798334972
-0.3516175853349934,25.102506139525964,2023-02-06,0.025336324740827577
-0.3551549608175385,23.145854364261478,2023-02-22,0.21728345917662056
-0.3618323607082396,26.70158635357397,2023-03-10,0.6836706160370561
-0.2802220322622042,23.53921917096976,2023-04-11,0.0
-0.2564493103943989,13.727819768509518,2023-05-13,0.0
-0.3173823919815431,14.203809563671358,2023-08-01,0.0047603606511505865
-0.3217250362865094,19.971459382127193,2023-08-17,0.3192270824771794
-0.26366805555140926,19.75842707506045,2023-10-20,1.651280045875344
-0.2893624750113148,18.00594329241713,2023-11-05,0.0
-0.28344303289529776,22.47276251408277,2023-11-21,0.54781245191141
-0.31402223074011465,22.38692136576287,2023-12-23,7.669566323928831
-0.3902947877732589,24.9450459463151,2024-02-09,2.746315305801629
-0.37012855068986183,23.678662310504652,2024-02-25,1.7650612519485231
-0.31426166311003695,26.214787373328225,2022-02-03,11.784033914744688
-0.3237626029952557,26.515622634335696,2022-02-19,2.7438319784199216e-05
-0.3084070161733499,16.181888656191934,2022-04-24,0.04491106371713361
-0.2943978832636598,7.259366830107021,2022-06-11,0.0
-0.2919447309753982,15.64379771918733,2022-08-14,0.9786850038944345
-0.30072454830219325,16.1897250261353,2022-11-02,0.0
-0.30153574385182336,25.78737110855204,2022-11-18,0.0026142826871143944
-0.3231079713027926,26.672107553436238,2023-01-05,0.012828836757966446
-0.3223585202172039,25.10453556211938,2023-02-06,0.024778805826780857
-0.3166391211773996,23.145784745557506,2023-02-22,0.21847632919217488
-0.334272110669514,26.70220564432789,2023-03-10,0.6819209239342185
-0.29367907316297703,23.539368506564113,2023-04-11,0.0
-0.2760737602974738,13.729216241541145,2023-05-13,0.0
-0.2743051409068158,12.021983962594106,2023-05-29,0.027613065083508193
-0.29187786531594834,10.256951840110629,2023-07-16,0.08467903598099066
-0.29329360043573116,14.200557798232847,2023-08-01,0.0047695311531324785
-0.30985029532271197,19.97193227266241,2023-08-17,0.31998649057122713
-0.3022192679571864,18.00607887590743,2023-11-05,0.0
-0.2799762899463995,22.47430560697609,2023-11-21,0.5482259375795674
-0.34397601980219106,24.946700865169195,2024-02-09,2.7486225729578155
-0.31128912219051064,26.215734362848092,2022-02-03,11.784113995187216
-0.3071500372660799,26.512832885244077,2022-02-19,2.4397910581669847e-05
-0.27985659256575446,16.18085913763229,2022-04-24,0.04501654453993449
-0.2656540447963233,7.259409277876939,2022-06-11,0.0
-0.26378518248841665,9.508321065414055,2022-07-13,0.0
-0.2708805247731876,15.64445801306672,2022-08-14,0.978605190942915
-0.27077599489657933,11.589469246380512,2022-08-30,0.0
-0.28244715581823665,16.189689241846843,2022-11-02,0.0
-0.2794054706047837,25.78813593237466,2022-11-18,0.002588235026172881
-0.26158946768039476,26.67432736228227,2023-01-05,0.01212950515976953
-0.27588651658489743,25.101295015584544,2023-02-06,0.025159966458971054
-0.2685444397721322,23.14524776034356,2023-02-22,0.2170005988975636
-0.26985116401264814,26.702000037752754,2023-03-10,0.6811318990820932
-0.256403738974115,22.60531702416757,2023-03-26,2.3519229687675702
-0.27884548444215657,23.539701868855747,2023-04-11,0.0
-0.2821684795118189,12.020686053646621,2023-05-29,0.02887549011556467
-0.27991610389033766,10.257440728758146,2023-07-16,0.08402112430550923
-0.2810075937579815,14.205329295551113,2023-08-01,0.004733029993309215
-0.2764797242528771,18.00676865524978,2023-11-05,0.0
-0.2676830985130018,22.474233136906847,2023-11-21,0.5482715647509739
-0.2962170662413287,24.945732867821917,2024-02-09,2.749315210909391
-0.18159131262891562,26.21449672626148,2022-02-03,11.784800480676562
-0.12775766919255263,16.18041271489264,2022-04-24,0.0450143363665468
-0.10996614937493264,9.507112627357477,2022-07-13,0.0
-0.11732957020022768,15.644294861251977,2022-08-14,0.981278540390255
-0.12721440058437955,11.589878863198445,2022-08-30,0.0
-0.13369035858418,16.191188509727038,2022-11-02,0.0
-0.13010760923767375,25.788828571466258,2022-11-18,0.0029208771271102365
-0.14513152616846983,26.674824833709092,2023-01-05,0.012079024880196782
-0.16362574826502202,25.103521256625832,2023-02-06,0.02516311447277963
-0.17345925870250142,23.14892011142431,2023-02-22,0.21790305640963867
-0.1400834312802961,12.022140618358495,2023-05-29,0.027923474832529625
-0.15073457292193126,7.542855495594323,2023-06-14,0.2752870910464237
-0.13374698290685486,10.25839331383096,2023-07-16,0.08471166472976387
-0.1325851918075316,14.208544227044818,2023-08-01,0.004773816529377292
-0.11538568321743337,18.006431087332007,2023-11-05,0.0
-0.11241781547078947,22.47874472768083,2023-11-21,0.5484377888890932
